subject_as_recorded,source_authority_uri,authorized_label,structured_value
Gregorian chants--Manuscripts,,Gregorian chants--Manuscripts,http://id.worldcat.org/fast/947821
Griselda (Legendary character),,Griselda (Legendary character),http://id.worldcat.org/fast/948002
Griselda (Legendary character)--Early works to 1800,,Griselda (Legendary character)|Early works,http://id.worldcat.org/fast/948002|http://id.worldcat.org/fast/1411636
Grosseto (Italy : Province)--History--14th century,,Italy--Grosseto (Province)|History|Fourteenth century,http://id.worldcat.org/fast/1331224|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Grosseto (Italy)--History--15th century,,Italy--Grosseto|History|Fifteenth century,http://id.worldcat.org/fast/1211358|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Grosseto (Italy)--History--16th century,,Italy--Grosseto|History|Sixteenth century,http://id.worldcat.org/fast/1211358|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Guardian and ward,,Guardian and ward,http://id.worldcat.org/fast/948819
Guardian and ward--Italy,,Guardian and ward|Italy,http://id.worldcat.org/fast/948819|http://id.worldcat.org/fast/1204565
Guardian and ward--Italy--Siena,,Guardian and ward|Italy|Italy--Siena,http://id.worldcat.org/fast/948819|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204409
Guastalla (Italy)--History,,Italy--Guastalla|History,http://id.worldcat.org/fast/1229970|http://id.worldcat.org/fast/1411628
Guatemala,,Guatemala,http://id.worldcat.org/fast/1205154
Guatemala--History--To 1821,,Guatemala|History,http://id.worldcat.org/fast/1205154|http://id.worldcat.org/fast/1411628
Guelfs and Ghibellines,,Guelfs and Ghibellines,http://id.worldcat.org/fast/948921
Guilds,,Guilds,http://id.worldcat.org/fast/949055
Guilds--Germany,,Guilds|Germany,http://id.worldcat.org/fast/949055|http://id.worldcat.org/fast/1210272
Guyana,,Guyana,http://id.worldcat.org/fast/1208722
Gynecology,,Gynecology,http://id.worldcat.org/fast/949684
Gynecology--Early works to 1800,,Gynecology|Early works,http://id.worldcat.org/fast/949684|http://id.worldcat.org/fast/1411636
Hadith,,Hadith,http://id.worldcat.org/fast/950112
Hadith--Authorities--Early works to 1800,,Hadith--Authorities|Early works,http://id.worldcat.org/fast/950115|http://id.worldcat.org/fast/1411636
Hadith--Commentaries--Early works to 1800,,Hadith--Commentaries;Early works,http://id.worldcat.org/fast/950119;http://id.worldcat.org/fast/1411636
"Hadith--Criticism, interpretation, etc.--Early works to 1800",,"Hadith;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636
Hadith--Early works to 1800,,Hadith|Early works,http://id.worldcat.org/fast/950112|http://id.worldcat.org/fast/1411636
Hadith--Texts,,Hadith--Texts,http://id.worldcat.org/fast/950137
Hagiography,,Hagiography,http://id.worldcat.org/fast/950239
Hagiography in literature,,Hagiography in literature,http://id.worldcat.org/fast/950242
Hagiography in literature--Early works to 1800,,Hagiography in literature|Early works,http://id.worldcat.org/fast/950242|http://id.worldcat.org/fast/1411636
Hagiography--Early works to 1800,,Hagiography|Early works,http://id.worldcat.org/fast/950239|http://id.worldcat.org/fast/1411636
Hair--Dyeing and bleaching--Religious aspects--Islam--Early works to 1800,,Hair--Dyeing and bleaching;Islam;Early works,http://id.worldcat.org/fast/950368;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Hair--Religious aspects--Islam--Early works to 1800,,Hair--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/950374;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Hair--Removal--Early works to 1800,,Hair--Removal;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/1411636
Hair--Removal--Legal aspects--Islamic law--Early works to 1800,,Hair--Removal;Islamic law;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636
Halberstadt (Germany)--Church history,,Germany--Halberstadt|Church history,http://id.worldcat.org/fast/1226440|http://id.worldcat.org/fast/1411629
Hanafites,,Hanafites,http://id.worldcat.org/fast/950818
Hanafites--Early works to 1800,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636
Hanbalites,,Hanbalites,http://id.worldcat.org/fast/950821
Hanbalites--Early works to 1800,,Hanbalites|Early works,http://id.worldcat.org/fast/950821|http://id.worldcat.org/fast/1411636
Happiness,,Happiness,http://id.worldcat.org/fast/951160
Happiness--Early works to 1800,,Happiness;Early works,http://id.worldcat.org/fast/951160;http://id.worldcat.org/fast/1411636
Headgear--Religious aspects--Islam--Early works to 1800,,Headgear--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/952663;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Hebrew language--Etymology,,Hebrew language--Etymology,http://id.worldcat.org/fast/954220
Hebrew language--Etymology--Early works to 1800,,Hebrew language--Etymology;Early works,http://id.worldcat.org/fast/954220;http://id.worldcat.org/fast/1411636
Heraldry,,Heraldry,http://id.worldcat.org/fast/955273
Heraldry--England--Early works to 1800,,Heraldry|England|Early works,http://id.worldcat.org/fast/955273|http://id.worldcat.org/fast/1219920|http://id.worldcat.org/fast/1411636
Herbals--Europe--History--Sources,,Herbals|Europe|History|Sources,http://id.worldcat.org/fast/955321|http://id.worldcat.org/fast/1245064|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Heresy,,Heresy,http://id.worldcat.org/fast/955449
Heresy--Early works to 1800,,Heresy|Early works,http://id.worldcat.org/fast/955449|http://id.worldcat.org/fast/1411636
Hermetic philosophers,,Hermetic philosophers,http://id.worldcat.org/fast/955514
High Holidays--Liturgy,,High Holidays--Liturgy,http://id.worldcat.org/fast/955993
High Holidays--Liturgy--Texts,,High Holidays--Liturgy|Texts,http://id.worldcat.org/fast/955993|http://id.worldcat.org/fast/1423705
"Hindu hymns, Sanskrit",,"Hindu hymns, Sanskrit",http://id.worldcat.org/fast/957053
Hindu mythology,,Hindu mythology,http://id.worldcat.org/fast/1729920
Hindu philosophy,,Hindu philosophy,http://id.worldcat.org/fast/1729923
Hindu philosophy--Early works to 1800,,Hindu philosophy;Early works,http://id.worldcat.org/fast/1729923;http://id.worldcat.org/fast/1411636
Hinduism--Rituals--Texts,,Hinduism--Rituals;Texts,http://id.worldcat.org/fast/957154;http://id.worldcat.org/fast/1423705
History,,History,http://id.worldcat.org/fast/1411628
History of Biblical events,,History of Biblical events,http://id.worldcat.org/fast/1865053
"History, Universal--Early works to 1800",,World history;Early works,http://id.worldcat.org/fast/1181345;http://id.worldcat.org/fast/1411636
Holy Roman Empire--Foreign relations--Catholic Church,,Europe--Holy Roman Empire|International relations|Catholic Church,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/531720
Holy Roman Empire--Foreign relations--Italy--Venice,,Europe--Holy Roman Empire|International relations|Italy|Italy--Venice,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204473
Holy Roman Empire--Foreign relations--Turkey,,Europe--Holy Roman Empire|International relations|Turkey,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1208963
Holy Roman Empire--History,,Europe--Holy Roman Empire|History,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628
Holy Roman Empire--History--1517-1648--Sources,,Europe--Holy Roman Empire|History|Sources,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Holy Roman Empire--History--843-1273,,Europe--Holy Roman Empire|History,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628
"Holy Roman Empire--History--Charles IV, 1347-1378",,Europe--Holy Roman Empire|History|1347-1378,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355488
"Holy Roman Empire--History--Charles V, 1519-1556",,Europe--Holy Roman Empire|History|1519-1556,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355581
"Holy Roman Empire--History--Maximilian I, 1493-1519",,Europe--Holy Roman Empire|History|1493-1519,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355564
"Holy Roman Empire--History--Rudolf II, 1576-1612",,Europe--Holy Roman Empire|History|1576-1612,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355625
Holy Roman Empire--Kings and rulers,,Europe--Holy Roman Empire|Kings and rulers,http://id.worldcat.org/fast/1205344|http://id.worldcat.org/fast/987694
Holy Spirit,,Holy Spirit,http://id.worldcat.org/fast/959009
Holy Spirit--Early works to 1800,,Holy Spirit|Early works,http://id.worldcat.org/fast/959009|http://id.worldcat.org/fast/1411636
Holy Week,,Holy Week,http://id.worldcat.org/fast/959021
Holy Week services,,Holy Week services,http://id.worldcat.org/fast/959028
Holy Week services--Early works to 1800,,Holy Week services|Early works,http://id.worldcat.org/fast/959028|http://id.worldcat.org/fast/1411636
Holy Week--Liturgy,,Holy Week--Liturgy,http://id.worldcat.org/fast/959024
Holy Week--Liturgy--Texts,,Holy Week--Liturgy|Texts,http://id.worldcat.org/fast/959024|http://id.worldcat.org/fast/1423705
Homage (Feudal law),,Homage (Feudal law),http://id.worldcat.org/fast/959062
Home economics--Accounting,,Home economics--Accounting,http://id.worldcat.org/fast/959175
Horoscopes,,Horoscopes,http://id.worldcat.org/fast/960361
Horoscopes--Early works to 1800,,Horoscopes|Early works,http://id.worldcat.org/fast/960361|http://id.worldcat.org/fast/1411636
Horsemanship,,Horsemanship,http://id.worldcat.org/fast/960561
Horsemanship--Early works to 1800,,Horsemanship|Early works,http://id.worldcat.org/fast/960561|http://id.worldcat.org/fast/1411636
Horsemanship--Equipment and supplies,,Horsemanship--Equipment and supplies,http://id.worldcat.org/fast/960566
Horsemanship--Equipment and supplies--Early works to 1800,,Horsemanship--Equipment and supplies;Early works,http://id.worldcat.org/fast/960566;http://id.worldcat.org/fast/1411636
Horses,,Horses,http://id.worldcat.org/fast/960603
Horses--Diseases,,Horses--Diseases,http://id.worldcat.org/fast/960626
Horses--Diseases--Early works to 1800,,Horses--Diseases|Early works,http://id.worldcat.org/fast/960626|http://id.worldcat.org/fast/1411636
Horses--Early works to 1800,,Horses|Early works,http://id.worldcat.org/fast/960603|http://id.worldcat.org/fast/1411636
Horses--Italy--Early works to 1800,,Horses|Italy|Early works,http://id.worldcat.org/fast/960603|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411636
Hospital care,,Hospital care,http://id.worldcat.org/fast/960937
Hospital care--Italy--Florence--History--16th century,,Hospital care|Italy|Italy--Florence|History|Sixteenth century,http://id.worldcat.org/fast/960937|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
"Hospitals, Medieval",,"Hospitals, Medieval",http://id.worldcat.org/fast/961588
"Hospitals, Medieval--Germany",,"Hospitals, Medieval|Germany",http://id.worldcat.org/fast/961588|http://id.worldcat.org/fast/1210272
"Hospitals, Medieval--Italy--Florence",,"Hospitals, Medieval|Italy|Italy--Florence",http://id.worldcat.org/fast/961588|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
House furnishings,,House furnishings,http://id.worldcat.org/fast/961974
House furnishings--England--History--16th century,,House furnishings|England|History|Sixteenth century,http://id.worldcat.org/fast/961974|http://id.worldcat.org/fast/1219920|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
House furnishings--Italy,,House furnishings|Italy,http://id.worldcat.org/fast/961974|http://id.worldcat.org/fast/1204565
Huesca (Spain)--History--Sources,,Spain--Huesca|History|Sources,http://id.worldcat.org/fast/1207339|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Human anatomy,,Human anatomy,http://id.worldcat.org/fast/962785
Human anatomy--Early works to 1800,,Human anatomy|Early works,http://id.worldcat.org/fast/962785|http://id.worldcat.org/fast/1411636
Human reproduction,,Human reproduction,http://id.worldcat.org/fast/963221
Human reproduction--Early works to 1800,,Human reproduction|Early works,http://id.worldcat.org/fast/963221|http://id.worldcat.org/fast/1411636
Humanism,,Humanism,http://id.worldcat.org/fast/963520
Humanism--Germany,,Humanism|Germany,http://id.worldcat.org/fast/963520|http://id.worldcat.org/fast/1210272
Humanism--Italy,,Humanism|Italy,http://id.worldcat.org/fast/963520|http://id.worldcat.org/fast/1204565
"Humorous poetry, German",,"Humorous poetry, German",http://id.worldcat.org/fast/963781
"Humorous poetry, German--Early works to 1800",,"Humorous poetry, German|Early works",http://id.worldcat.org/fast/963781|http://id.worldcat.org/fast/1411636
Hungary,,Hungary,http://id.worldcat.org/fast/1205132
Hungary--Foreign relations,,Hungary|International relations,http://id.worldcat.org/fast/1205132|http://id.worldcat.org/fast/977053
Hungary--History--1000-1699,,Hungary|History,http://id.worldcat.org/fast/1205132|http://id.worldcat.org/fast/1411628
Hungary--History--Early works to 1800,,Hungary|History|Early works,http://id.worldcat.org/fast/1205132|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
"Hungary--History--Turkish occupation, 1526-1699",,Hungary|History|Turkish Occupation of Hungary (Hungary : 1526-1699),http://id.worldcat.org/fast/1205132|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355176
Hussites,,Hussites,http://id.worldcat.org/fast/964430
Hydrostatics,,Hydrostatics,http://id.worldcat.org/fast/965280
Hydrostatics--Early works to 1800,,Hydrostatics|Early works,http://id.worldcat.org/fast/965280|http://id.worldcat.org/fast/1411636
Hygiene,,Hygiene,http://id.worldcat.org/fast/965349
Hygiene--Early works to 1800,,Hygiene|Early works,http://id.worldcat.org/fast/965349|http://id.worldcat.org/fast/1411636
"Hymns, Ethiopic",,"Hymns, Ethiopic",http://id.worldcat.org/fast/965555
"Hymns, Latin",,"Hymns, Latin",http://id.worldcat.org/fast/965595
"Hymns, Latin--Early works to 1800",,"Hymns, Latin|Early works",http://id.worldcat.org/fast/965595|http://id.worldcat.org/fast/1411636
"Hymns, Latin--Texts",,"Hymns, Latin|Texts",http://id.worldcat.org/fast/965595|http://id.worldcat.org/fast/1423705
Hypothesis,,Hypothesis,http://id.worldcat.org/fast/966093
Iceland,,Iceland,http://id.worldcat.org/fast/1210572
Illegitimacy,,Illegitimacy,http://id.worldcat.org/fast/967190
Illegitimacy--Italy,,Illegitimacy|Italy,http://id.worldcat.org/fast/967190|http://id.worldcat.org/fast/1204565
