title_as_recorded,title_as_recorded_agr,QID,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Aitareyopaniṣadbhāṣya,ऐतरेयं,Q27718,,,Upanishads,Q27718,,
Nāṭakadīpa,ध्यानदीप,,Pañcadaśī,,,,Pañcadaśī,Q27684
Aurdhvadehikapaddhati,और्ध्वदेहिकपद्धति,,,,,,,
Nārāyaṇabaliprayoga,नारायणबलिप्रयोग,,,,Hindu ritual text,Q76765,,
Vedasārasahasranāman,,,Puranas,,,,Puranas,Q27588
Navagrahajāpa,नवग्रहजाप,,,,,,,
Tripathagā,त्रिपथगा,,,,,,,
Vaiśvadaivikaśrāddhavidhi,वैश्वदैविकश्राद्धविधि,,,,,,,
Viṣṇuyāgapaddhati,विष्णुयागपद्धति,,,,,,,
Siddhāntalakṣaṇakroḍa,सिद्धान्तलक्षणक्रोड,,,,,,,
Antyeṣṭipaddhati,अन्त्येष्टिपद्धति,,,,,,,
Vikramorvaśī,विक्रमोर्वशी,,,,,,,
Laghugītā,लघुगीता,,,,,,,
Brahmavidopaniṣad,ब्रह्मविदोपनिषद्,,,,Upanishads,Q27188,,
Yatisaṃskāra,यतिसंस्कार,,,,,,,
Netropaniṣad,नेत्रोपनिषद्,,,,Mantras,Q76777,,
Aitareyabhāṣyaṭīkā,ऐतरेयभाष्यटीका,,,,,,,
Narapatijayacaryā ṭīkā,नरपतिजयचर्या टीका,,,,,,,
Mallārimahātmya,मल्लारिमहात्म्य,,Puranas,,,,Puranas,Q27588
Sūtasaṃhita,सूतसंहित,,Puranas,,,,Puranas,Q27588
Maraṇavidhi,मरणविधि,,,,,,,
Chāndogya,छान्दोग्य,,Upanishads,,,,Upanishads,Q27718
Candralokaprakāśa,चन्द्रलोकप्रकाश,,,,,,,
Saundarylaharī stotra,सौन्दर्य्लहरी स्तोत्र,,,,Stotras,Q76780,,
Kuśmāṇḍīvrata,कुश्माण्डीव्रत,,,,,,,
Asyāśapoddhāro,अस्याशपोद्धारो,,,,,,,
Śanyaṣṭakastotra,शन्यष्टकस्तोत्र,,,,Stotras,Q76780,,
Sītākavaca,सीताकवच,,Puranas,,,,Puranas,Q27588
Kārakavibhakti,कारकविभक्ति,,,,,,,
Vratatithinirṇaya,व्रततिथिनिर्णय,,,,,,,
Ṛṣitarpaṇa,ऋषितर्पण,,,,,,,
Laghujātaka,लघुजातक,,,,,,,
Nyāyasiddhāntamuktāvalī,न्यायसिद्धान्तमुक्तावली,,,,,,,
Naiṣadhīya,नैषधीय,,Naiṣadhīyacarita,,,,Naishadha Charita,Q27547
Avayavavyākhyā,अवयवव्याख्या,,Gādādharī,,,,Gādādharī,Q27605
Bhairavapraśna,,,Praśnabhairava,,,,Praśnabhairava,Q27659
Śarabhakavacastotra,शरभकवचस्तोत्र,,Tantras,,,,Tantras,Q27776
Pātasāha ke nāma ūpariramalapṛśnaṃ,पात साह के नाम ऊपरिरमल पृशं,,,,,,,
Devīmāhātmya,দেবীমাহাত্ম্য,,Puranas,,,,Puranas,Q27588
Aśvatthodyāpanaprayoga,अश्वत्थोद्यापनप्रयोग,,,,Hindu ritual text,Q76765,,
Vākyārthabodha,वाक्यार्थबोध,,,,,,,
Jain sūtra,,,,,Sutras,Q76810,,
Vṛttaratnākara,वृत्तरत्नाकर,,,,,,,
Agastyasaṃhitā,अगस्त्यसंहिता,,,,,,,
Āruṇaketukaprayoga,आरुणकेतुकप्रयोग,,,,Prayogasāra,Q76811,,
Pārthivasāra kāmyavidhāna,पार्थिवसार काम्यविधान,,Puranas,,,,Puranas,Q27588
Gurupādukāpañcakastotra,গুরুপাদুকাপঞ্চকস্তোত্র,,,,Stotras,Q76780,,
Śrīviṣṇunāmasahasra,श्रीविष्णुनामसहस्र,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Fourteen yoga upaniṣads,,,,,Upanishads,Q27718,,
Bādarāyaṇapraśnavidyā,बादरायणप्रश्नविद्या,,,,,,,
Vedapādastava,वेदपादस्तव,,,,,,,
Śrīdharasvāmiviracitāśrībhāgavatadīpikā iti śrībhāgavate daśamaskandhe ṭīkāyāṃ navatitamo'dhyāyaḥ,श्रीधरस्वामिरजिताश्रीभागवतदीपिका इतिश्रीभागवते दशमस्कन्धे टीकायां नवतितमो'ध्यायः,,Puranas,पुराण,,,Puranas,Q27588
Dvātriṃśadamarādhaślokāḥ,द्वात्रिंशदमराधश्लोकाः,,,,,,,
Śivapūjā,शिवपूजा,,,,,,,
Saṃkaṣṭacaturthīvratapūjākathā,संकष्टचतुर्थीव्रतपूजाकथा,,,,,,,
Pīṭhorākhyavratakathā,पीठोराख्यव्रतकथा,,Puranas,,,,Puranas,Q27588
Athaśrībhagavadgītā,अथश्रीभगवद्गीतापुस्तकं,,Bhagavadgītā,भगवद्गीता,,,Bhagavad Gita,Q27759
Gaṅgāthanātaraṃga,गङ्गाथनातरंग,,,,,,,
Athaśrībhagavadgītāprāraṃbha,अथश्रीभगवद्गीताप्रारंभ,,Bhagavadgītā,भगवद्गीता,,,Bhagavad Gita,Q27759
Chāndogyaṣaṣṭha,छान्दोग्यषष्ठ,,Upanishads,,,,Upanishads,Q27718
Meghadūta,मेघदूत,,,,Meghadūta,Q76812,,
Śikṣā,शिक्षा,,Pāṇinīyaśikṣā,,,,Pāṇinīyaśikṣā,Q27788
Gaṇeśāparādhasundarastotra,गणेशापराधसुन्दरस्तोत्र,,,,Stotras,Q76780,,
Gocaraphala,गोचरफल,,,,,,,
Amāvāsyādarśaśrāddha,अमावास्यादर्शश्राद्ध,,,,,,,
Subodhinī,सुबोधिनी,,,,,,,
Two early upaniṣads,,,,,Upanishads,Q27718,,
ViṣṇusmṛtiṭIkā,विष्णुस्मृतिटीका,,,,,,,
Saptabhūmivyavasthā,सप्तभूमिव्यवस्था,,Yogavāsiṣṭha,,,,Yogavāsiṣṭha,Q27810
Saṃnyāsapaddhati,संन्यासपद्धति,,,,,,,
Gurukavaca,,,Tantras,,,,Tantras,Q27776
Tattvabodhinī subanta,तत्त्वबोधिनीसुबन्त,,,,,,,
Vajraśūcyupaniṣad,वज्रशूच्युपनिषद्,,,,Upanishads,Q27188,,
Athajaiminīkṛta aśvamedhaprārambhaḥ,अथजैमिनीकृत अश्वमेधप्रारम्भः,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Dattātreya upaniṣat,दत्तात्रेय उपनिषत्,,,,Upanishads,Q27188,,
Śuddhitattva,শুদ্ধিতত্ত্ৱ,,,,,,,
Vaiśvadevavidhi,वैश्वदेवविधि,,,,,,,
Kauṣītakibrāhmaṇāraṇyaka,कौषीतकिब्राह्मणारण्यक,,,,,,,
Kuntyuktastotra,कुन्त्युक्तस्तोत्र,,,,Stotras,Q76780,,
Subodhinīgītāsaṭippanasyapustakaṃ [...,सुबोधिनीगीतासटिप्पनस्यपुस्तकं,,Bhagavadgītā,भगवद्गीता,,,Bhagavad Gita,Q27759
Svātmabodhaprakaraṇa,स्वात्मबोधप्रकरण,,Ātmabodha,,,,Ātmabodha,Q27613
Śarabheśvaramantra,शरभेश्वरमन्त्र,,,,,,,
Darśapūrṇamāsau brahmatvaprayoga,दर्शपूर्णमासौब्रह्मत्वप्रयोग,,,,Hindu ritual text,Q76765,,
Pārthivapūjāvidhi,पार्थिवपूजाविधि,,,,Hindu religious manual;Mantras,Q76774;Q76777,,
Apāmārjanastotra,अपामार्जनस्तोत्र,Q27588,,,Puranas,Q27588,,
Tarkāmṛtataraṅgiṇī,तर्कामृततरङ्गिणी,,,,,,,
Ācārārkaprakāśa,आचारार्कप्रकाश,,,,,,,
Varṣaviveka,वर्षविवेक,,,,,,,
Siddhāntalakṣaṇakroḍapattra,सिद्धान्तलक्षणक्रोडपत्त्र,,Jāgādīśī,,,,Jāgadīśī,Q27719
Paṅcamāranyakam,,,Aranyakas,,,,Aranyakas,Q27607
Śāntistotra,,,,,Stotras,Q76780,,
Hastarekhā,हस्तरेखा,,,,,,,
Ambaḍaparivrājakakathā,अम्बडपरिव्राजककथा,,,,,,,
Laghuvākyavṛtti and Śvetāśvetaropaniṣad,,,,,,,,
Pallīsaraṭavicāra,पल्लीसरटविचार,,,,,,,
Ādityavrata,आदित्यव्रत,,Puranas,,,,Puranas,Q27588
Piṇḍapitṛyajñaprayoga,पिण्डपितृयज्ञप्रयोग,,,,Hindu ritual text,Q76765,,
Rāmāṣṭaviṃśatināmastotra,रामाष्टविंशतिनामस्तोत्र,,,,Stotras,Q76780,,
Praśnamāṇikya,प्रश्नमाणिक्य,,,,,,,
Bhāṭṭālaṃkāra,भाट्टालंकार,,,,,,,
Sūtrapūrvaṣaṭka,सूत्रपूर्वषट्क,,Āśvalāyanaśrautasūtra,,,,Āśvalāyanaśrautasūtra,Q27534
Praise of Indra,,,,,,,,
Śakuntalā,शकुन्तला,,,,Śakuntalā,Q27524,,
Kṛṣṇāṣṭottarasahasranāma,कृष्णाष्टोत्तरसहस्रनाम,,,,,,,
Śakunasaṃgraha,शकुनसंग्रह,,,,,,,
Aṣṭāvakra,अष्टावक्र,,Aṣṭāvakragītā,,,,Aṣṭāvakragītā,Q27674
Rāmahṛdayastotra,रामहृदयस्तोत्र,,Puranas,,,,Puranas,Q27588
Haṭhapradīpika,हठप्रदीपिक,,,,,,,
Gaṅgāsahasranāman,गङ्गासहस्रनामन्,Q27588,,,Puranas,Q27588,,
Saurabhāṣya,सौरभाष्य,,,,,,,
Āśvalāyanagṛhyasūtravṛttiprāraṃbhaḥ,आश्वलायनगृह्यसूत्रवृत्तिप्रारंभः,,,,,,,
Jātakābharaṇa,जातकाभरण,,Jākābharaṇa,,,,Jākābharaṇa,Q27670
Ṭokarīyapurāṇa,टोकरीयपुराण,,Puranas,,,,Puranas,Q27588
Kṣauravidhi,क्षौरविधि,,,,,,,
Bādhabuddhipratibandhakatāvicāra,बाधबुद्धिप्रतिबन्धकताविचार,,,,,,,
Mīmāṃsābhāṣya,मीमांसाभाष्य,,,,,,,
Baudhāyanayajñatantrapaśuprayoga,बौधायनयज्ञतन्त्रपशुप्रयोग,,,,Hindu ritual text,Q76765,,
Sthālīpāka iṣṭiprāyaścitta,स्थालीपाक इष्टिप्रायश्चित्त,,,,,,,
Dvādaśamahāvākyavivaraṇa,द्वादशमहावाक्यविवरण,,,,,,,
Narasiṃhapurāṇa,नरसिंहपुराण,,Puranas,,,,Puranas,Q27588
Caraṇavyūha,,,,,Grammatical text,Q6010,,
Satyopākhyāna,सत्योपाख्यान,,,,,,,
Tarkasaṃgrahadīpikā,तर्कसंग्रहदीपिका,Q27738,,,Tarkadīpikā,Q27738,,
Vāstupūjāvidhi,वास्तुपूजाविधि,,,,,,,
Udārarāghava,उदारराघव,,,,Udārarāghava,Q27698,,
Keralījātaka,केरलीजातक,,,,,,,
Tattvadīpaṇa,तत्त्वदीपण,,,,,,,
Bodhāyanayājamānyaprayoga,बोधायनयाजमान्यप्रयोग,,Vedas,,,,Vedas,Q27715
Kālajātaka,कालजातक,,,,,,,
Pañcalakṣaṇī,पञ्चलक्षणी,,,,Pañcalakṣaṇī,Q38398,,
Rājayogāvivaraṇa,राजयोगाविवरण,,,,,,,
Ṣaḍācāryabrāhmaṇa,षडाचार्यब्राह्मण,,Upanishads,,,,Upanishads,Q27718
Āśvalāyanadarśapaurṇamāsahautra prayoga,आश्वलायनदर्शपौर्णमासहौत्र प्रयोग,,,,Hindu ritual text,Q76765,,
Udyoga parvan,उद्योगपर्वन्,,Mahābhārata,,,,Mahabharata,Q27688
Tvaṅmāna,त्वङ्मान,,,,,,,
Gauḍapādabhāṣyaṭīkā,गौडपादभाष्यटीका,,,,,,,
Vaṭasāvitrīpūjā,वटसावित्रीपूजा,,Puranas,,,,Puranas,Q27588
Kalibhaviṣya,कलिभविष्य,,Puranas,,,,Puranas,Q27588
Daśaharāvrata,दशहराव्रत,,,,,,,
Adbhutottarakāṇḍe śrīsītārāmayor ayodhyāgamanaṃ,अद्भुतोत्तरकाण्डे श्रीसीतारामयोरयोध्यागमनं,,Adbhutarāmāyaṇa,,,,Adbhutarāmāyaṇa,Q27687
Śivārcanapaddhati,शिवार्चनपद्धति,,,,,,,
Yajñopavītamantra,यज्ञोपवीतमन्त्र,,,,,,,
Tarkasaṃgrahaṭīkā,तर्कसंग्रहटीका,Q27738,,,Tarkadīpikā,Q27738,,
Saṅketakaumudi bhāvaprakaraṇa,सङ्केतकौमुदि भावप्रकरण,,,,,,,
Viṣṇupañcāyatana,विष्णुपञ्चायतन,,,,,,,
Viṣṇusahasranāmastotram patrāṇi 32,विष्णुसहस्रनामस्तोत्रम् पत्राणि 32,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
R̥gvedapadapāṭha,,,Vedas,,,,Vedas,Q27715
Śatacaṇḍīsahasracaṇḍīprayoga,शतचण्डीसहस्रचण्डीप्रयोग,,,,Hindu ritual text,Q76765,,
Pārāśarahorā,पाराशरहोरा,,,,,,,
Iṣe tvā ūrjje tvā,इषे त्वा ऊर्ज्जे त्वा,,Vedas,,,,Vedas,Q27715
Saha vai upaniṣad,सह वै उपनिषद्,,Aranyakas,,,,Aranyakas,Q27607
Liṅgānuśāsanavṛtti,लिङ्गानुशासनवृत्ति,,Siddhāntakaumudī,,,,Siddhāntakaumudī,Q27632
Agniṣṭoma brāhmaṇācchaṃsī prayoga,अग्निष्टोम ब्राह्मणाच्छंसी प्रयोग,,,,Hindu ritual text,Q76765,,
Śataślokī,शतश्लोकी,,,,,,,
Somasambandhibrahmatva,सोमसम्बन्धिब्रह्मत्व,,,,,,,
Tṛcavidhānavidhi,तृचविधानविधि,,,,,,,
Gāyatrīrāmāyaṇastotra,गायत्रीरामायणस्तोत्र,,,,Stotras,Q76780,,
Mālāmantra,,,,,Mantras,Q76777,,
Trailokyamohanarāmakavaca,,,Tantras,,,,Tantras,Q27776
Pavamānahomavidhi,पवमानहोमविधि,,,,,,,
Triṃśaślokībhāṣya,त्रिंशश्लोकीभाष्य,,,,,,,
Dvaitavivekaprakaraṇa,द्वैतविवेकप्रकरन्ण,,Pañcadaśī,,,,Pañcadaśī,Q27684
Veṇīsaṃhāra,वेणीसंहार,,,,,,,
"āśvalāyanas̋rautasūtra, adhyāyas 2-6",,,,,,,,
Avayavanirūpaṇa,अवयवनिरूपण,,,,,,,
Nirṇayasindhu,निर्णयसिन्धु,,,,,,,
Dravyapadārthaviveka,द्रव्यपदार्थविवेक,,,,,,,
Kuntāpādhyāya,कुन्तापाध्याय,,Vedas,,,,Vedas,Q27715
"Student's copy book, grammar",,,,,Student notebook,Q39808,,
Bhṛguvallī,भृगुवल्ली,,Upanishads,,,,Upanishads,Q27718
Jānakīsahasranāmastotra,जानकीसहस्रनामस्तोत्र,,,,Stotras,Q76780,,
Syamantakopākhyāna,स्यमन्तकोपाख्यान,,Puranas,,,,Puranas,Q27588
Nakṣatrapīḍāśānti vidhānamālā,नक्षत्रपीडाशान्ति विधानमाला,,,,,,,
Rāsyābhiṣekapaddhati,रास्याभिषेकपद्धति,,,,,,,
Athaviṣṇusahasranāma,अथविष्णुसहरनाम,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Cāturmāsyamāhātmya,चातुर्मास्यमाहात्म्य,,Puranas,,,,Puranas,Q27588
Praśnacūḍāmaṇi,प्रश्नचूडामणि,,,,,,,
Naiṣadīyaprakāśa sarga 13,नैषदीयप्रकाश सर्ग १३,,,,,,,
Bhāgavatamahāpurāṇa saptamaskandha,भागवतमहापुराण सप्तमस्कन्ध,,Puranas,,,,Puranas,Q27588
Jñānanaukā,ज्ञाननौका,,,,,,,
Āśvalāyanasūtra kalpopaniṣad,आश्वलायनसूत्र कल्पोपनिषद्,,Aranyakas,,,,Aranyakas,Q27607
Viṣṇusahasranāmaphalaśrutibhāṣya,विष्णुसह्स्रनामफलश्रुतिभाष्य,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Vṛṣotsargapaddhati,वृषोत्सर्गपद्धति,,,,,,,
Tat savitur iti,तत्सवतुरिति,,,,,,,
Aparokṣānubhava,अपरोक्षानुभव,,Aparokṣānubhūti,,,,Aparokṣānubhūti,Q27595
Anekārthadhvanimañjarī,अनेकार्थध्वनिमञ्जरी,,,,,,,
Rāmānandalaharī,,,,,,,,
Naiṣadhacarita,नैषधचरित,,Naiṣadhīyacarita,,,,Naishadha Charita,Q27547
Jñānāmṛtaśrāvaṇīmantra,ज्ञानामृतश्रावणीमन्त्र,,Puranas,,,,Puranas,Q27588
Śrāvaṇīkarman,श्रावणीकर्मन्,,,,,,,
Śatarudrīyamahātma,शतरुद्रीयमहात्म,,Tantras,,,,Tantras,Q27776
Treatise on vihāras,,,,,,,,
Svapnādhyāyastotra,स्वप्नाध्यायस्तोत्र,,,,Stotras,Q76780,,
Siddhivināyakavratakathā,सिद्धिविनायकव्रतकथा,,Puranas,,,,Puranas,Q27588
Pañcakrośīyātra,पञ्चक्रोशीयात्र,,,,,,,
Śrībhāgavate mahāpurāṇe tṛtīyskandhe Bhāvārthadīpikāyāṃ ŚrīŚrīdharasvāmīviracitāyāṃ trayastriṃśattamī'dhyāyaḥ,श्रीभागवते महापुराणे तृतीयस्कन्धे भावार्थदीपिकायां श्रीश्रीधरस्वामीविरचितायां त्रयस्त्रिंशत्तमी'ध्यायः,,Puranas,पुराण,,,Puranas,Q27588
Bṛhatkathāmañjarī,बृहत्कथामञ्जरी,,,,,,,
Rājamārtaṇḍa,राजमार्तण्ड,,,,Rājamārtaṇḍa,Q76813,,
