row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
6351,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Theodore M. Finney, 1972",former owner,,,human,Theodore M. Finney,Q104363138
6352,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Theodore, Bishop of Mopsuestia ca. 350-428 or 9",author,,,human,Theodore of Mopsuestia,Q355664
6353,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Theodoret Bishop of Cyrrhus.,author,,,human,Theodoret,Q317029
6354,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Theodorus Gaza,author,,,human,Theodoros Gaza,Q287485
6356,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Theodulf of Orleans,author,,,human,Theodulf of Orléans,Q534814
6357,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.314153300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Theramo de Jacobus,author,,,human,Jacobus de Theramo,Q112372992
6368,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.315152Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas Aquinas,author,,,human,Thomas Aquinas,Q9438
6369,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.315152Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas Aquinas (Thomas de Aquino),author,,,human,Thomas Aquinas,Q9438
6370,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.315152Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Thomas Aquinas, Saint 1225?-1274.",author,,,human,Thomas Aquinas,Q9438
6371,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.315152Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas Aquinas?,author,,,human,Thomas Aquinas,Q9438
6373,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.894002Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.315152Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas Bradwardine,author,,,human,Thomas Bradwardine,Q461116
6392,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.317153900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas Hoccleve,author,,,human,Thomas Hoccleve,Q1227741
6402,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas a Kempis,author,,,human,Thomas à Kempis,Q220976
6403,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas a` Kempis,author,,,human,Thomas à Kempis,Q220976
6404,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas de Cantimpré ca. 1200-ca. 1272,author,,,human,Thomas of Cantimpré,Q572799
6406,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas of Cantimpré,author,,,human,Thomas of Cantimpré,Q572799
6407,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas of Capua,author,,,human,Thomas of Capua,Q2428445
6408,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas of Celano,author,,,human,Thomas of Celano,Q354523
6409,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas of Hibernia,author,,,human,Thomas de Hibernia,Q7795478
6410,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas of Ireland ca. 1265-ca. 1329.,author,,,human,Thomas of Ireland,Q7795517
6411,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Thomas à Kempis,author,,,human,Thomas à Kempis,Q220976
6418,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.895000900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Tibullus,author,,,human,Tibullus,Q109598
6419,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Tibullus.,author,,,human,Tibullus,Q109598
6423,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.318157600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.220822400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Torquato Tasso,author,,,human,Torquato Tasso,Q168962
6432,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Traversari, Ambrogio 1386-1439.",author,,,human,Ambrose Traversari,Q458842
6433,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Treat, John Harvey, 1839-1908",former owner,,,human,John Harvey Treat,Q94421071
6441,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.471613100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Tristano Caracciolo,author,,,human,Tristano Caracciolo,Q1324187
6442,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Trivet, Nicholas 1258?-1328.",author,,,human,Nicholas Trivet,Q1751724
6443,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Trotula,author,,,human,Trota of Salerno,Q16206163
6444,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Tuberinus, Joannes Mathias.",author,,,human,Giovanni Mattia Tabarino,Q100153512
6446,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Twinger, Jakob von Königshofen 1346-1420.",author,,,human,Jakob Twinger von Königshofen,Q74541
6450,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Tyrtaeus.,author,,,human,Tyrtaeus,Q316094
6451,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Tzetzes, John 12th cent.",author,,,human,John Tzetzes,Q530515
6452,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Ubertino da Casale,author,,,human,Ubertino of Casale,Q561667
6453,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Uberto Decembrio,author,,,human,Uberto Decembrio,Q670581
6454,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Ugo de Balma,author,,,human,Hugh of Balma,Q15090859
6455,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Uguccione da Pisa,author,,,human,Huguccio,Q4002974
6456,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Uguccione da Pisa, Bishop of Ferrara d. 1210.",author,,,human,Huguccio,Q4002974
6457,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.896003100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.319153200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Ulrich Richental,author,,,human,Ulrich of Richenthal,Q111865
6482,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.320152300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z","Upton, Nicholas 1400?-1457.",author,,,human,Nicholas Upton,Q1217759
6483,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.320152300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Urban V,author,,,human,Urban V,Q133046
6484,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.320152300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Urban VI,author,,,human,Urban VI,Q171626
6485,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.320152300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Urbanus Rhegius,author,,,human,Urbanus Rhegius,Q72662
6494,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.321153600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Usuard,author,,,human,Usuard,Q3552715
6495,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.321153600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Usuardus,author,,,human,Usuard,Q3552715
6498,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.897003200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.321153600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.725676900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.221822600Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.472613Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.412663700Z",Valentin Boltz,author,,,human,Valentin Boltz,Q2508243
