row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
880,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.142793Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.532318300Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ṣaghānī, al-Ḥasan ibn Muḥammad, 1181-1252",author,صغاني، الحسن بن محمد، 1181-1252,http://id.loc.gov/authorities/names/n84238396 http://id.loc.gov/authorities/names/n84238396 http://viaf.org/viaf/sourceID/LC%7cn84238396,al-Ḥasan Ibn-Muḥammad Ṣaġānī,human,Q12186422,,,
881,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.142793Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.532318300Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ṣaghānī, al-Ḥasan ibn Muḥammad, 1181-1252",author,صغاني، الحسن بن محمد، 1181-1252,,al-Ḥasan Ibn-Muḥammad Ṣaġānī,human,Q12186422,,,
676,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sājaqlīzādah, Muḥammad ibn Abī Bakr, -1737",author,ساجقلي‌زادة، محمد بن ابي بكر، -1737,,,,,,,
661,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad, active 12th century",author,سجاوندي، سراج الدين محمد بن محمد، active 12th century,,,human,,,,
662,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sakhāwī, Muḥammad ibn Muḥammad",author,سخاوي، محمد بن محمد,,,,,,,
663,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sakhāwī, ʻAlī ibn Tāj al-Dīn, active 17th century",scribe,سخاوي، علي بن تاج الدين، active 17th century,,,,,,,
664,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Samarqandī, Muḥammad ibn Maḥmūd",author,سمرقندي، محمد بن محمود,,,,,,,
665,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Samarqandī, ʻAbd al-Bāqī ibn Dūst Muḥammad, active 16th century",scribe,سمرقندي، عبد الباقي بن دوست محمد، active 16th century,,,,,,,
666,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sammān, Muḥammad ibn ʻAbd al-Raḥmān",scribe,سمان، محمد بن عبد الرحمن,,,,,,,
667,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Samrajī, Muḥammad Khalīl, active 18th century",author,سمرجي، محمد خليل، active 18th century,,,,,,,
668,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sandayūnī, Aḥmad Ḥijāzī, active 19th century",scribe,سنديوني، احمد حجازي، active 19th century,,,,,,,
669,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sankt Victor (Benedictine Abbey : Xanten, Germany)",former owner,,,,,,,,
670,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sanūsī, Muḥammad ibn Yūsuf, approximately 1427-approximately 1490",author,سنوسي، محمد بن يوسف، approximately 1427-approximately 1490,http://id.loc.gov/authorities/names/n84016675 http://id.loc.gov/authorities/names/n84016675 http://viaf.org/viaf/sourceID/LC%7cn84016675,Senoussi,human,Q3478584,,,
672,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sarkhābī, Ibrāhīm ibn Yūsuf, active 16th century",scribe,,,,,,,,
671,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sarkhasī, Muḥammad ibn Muḥammad, -1175 or 1176",author,سرخسي، محمد بن محمد، -1175 or 1176,,,,,,,
673,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Savile, Henry, Sir, 1549-1622",former owner,,,Sir Henry Savile,human,Q711589,,,
674,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Savile, John, Sir, 1545-1607",former owner,,,John Savile,human,Q16863665,,,
675,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Saʻīdī, Mīr Abū al-Fatḥ ibn Makhdūm, active 16th century",author,سعيدي، مير ابو الفتح بن مخدوم، active 16th century,,,,,,,
750,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.142793Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ṣaʻīdī, ʻAbd Allāh Ibrāhīm, active 18th century",scribe,صعيدي، عبد الله ابراهيم، active 18th century,,,,,,,
677,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shabāsī, Ibrāhīm",scribe,شباسي، ابراهيم,,,,,,,
678,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shabrāmallisī, ʻAlī ibn ʻAlī, 1588 or 1589-1676 or 1677",author,شبراملسي، علي بن علي، 1588 or 1589-1676 or 1677,,Alshbrāmlsy,human,Q105359229,,,
679,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shabrāwī, ʻAbd Allāh ibn Muḥammad, 1680 or 1681-1757 or 1758",author,شبراوي، عبد الله بن محمد، 1680 or 1681-1757 or 1758,,,,,,,
680,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shabrāwī, ʻAbd Allāh ibn Muḥammad, 1680 or 1681-1757 or 1758",author,شبراوي، عبد الله بن محمد، 1680 or 1681-1757 or 1758,,,,,,,
689,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shādhilī, Abū al-Ḥasan ʻAlī ibn ʻAbd Allāh, approximately 1196-1258",author,شاذلي، ابو الحسن علي بن عبد الله approximately 1196-1258,,,,,,,
703,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.142793Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shādhilī, ʻAlī ibn ʻAlī, active 14th century",scribe,شاذلي، علي بن علي، active 14th century,,,,,,,
704,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.142793Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shāfiʻī, Ḥasan ibn Aḥmad, active 15th century",scribe,شافعي، حسن بن احمد، active 15th century,,,,,,,
690,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shāhī, Aḥmad",scribe,شاهي، احمد،,,Ahmed al-Shahi,human,Q113397583,,,
681,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shahrastānī, Muḥammad ibn ʻAbd al-Karīm, 1086?-1153",author,شهرستاني، محمد بن عبد الكريم,http://id.loc.gov/authorities/names/n83043209,Al-Shahrastani,human,Q1050887,,,
682,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shahriyār, ʻAlī ibn Ḥamzah, active 12th century",scribe,شهريار، علي بن حمزة، active 12th century,,,,,,,
683,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Shams al-Dīn al-Bābilī, Muḥammad ibn ʻAlāʼ al-Dīn, 1591 or 1592-1666 or 1667",author,شمس الدين البابلي، محمد بن علاء الدين، 1591 or 1592-1666 or 1667,,,,,,,
684,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.949442600Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Sharbatlī, Aḥmad ibn Ibrāhīm, active 19th century",scribe,شربتلي، احمد بن ابراهيم، active 19th century,,,,,,,
